a,b,c,d,e,f,01-02,01-03,01-04,01-05,01-06,01-09,01-10,01-11,01-12,01-13,01-16,01-17,01-18,01-19,01-20,01-23,01-24,01-25,01-26,01-31,02-01,02-02,02-03,02-06,02-07,02-08,02-09,02-10,02-13,02-14,02-15,02-16,02-17,02-20,02-21,02-22,02-23,02-24,02-27,02-28,03-02,03-03,03-06,03-07,03-08,03-09,03-10,03-13,03-14,03-15,03-16,03-17,03-20,03-21,03-22,03-23,03-24,03-27,03-28,03-29,03-30,03-31,04-03,04-04,04-05,04-06,04-07,04-10,04-11,04-12,04-13,04-14,04-17,04-18,04-19,04-20,04-21,04-24,04-25,04-26,04-27,04-28,05-02,05-04,05-08,05-10,05-11,05-12,05-15,05-16,05-17,05-18,05-19,05-22,05-23,05-24,05-25,05-26,05-29,05-30,05-31,06-01,06-02,06-05,06-07,06-08,06-09,06-12,06-13,06-14,06-15,06-16,06-19,06-20,06-21,06-22,06-23,06-26,06-27,06-28,06-29,06-30,07-03,07-04,07-05,07-06,07-07,07-10,07-11,07-12,07-13,07-14,07-17,07-18,07-19,07-20,07-21,07-24,07-25,07-26,07-27,07-28,07-31,08-01,08-02,08-03,08-04,08-07,08-08,08-09,08-10,08-11,08-14,08-16,08-17,08-18,08-21,08-22,08-23,08-24,08-25,08-28,08-29,08-30,08-31,09-01,09-04,09-05,09-06,09-07,09-08,09-11,09-12,09-13,09-14,09-15,09-18,09-19,09-20,09-21,09-22,09-25,09-26,09-27,09-28,09-29,10-10,10-11,10-12,10-13,10-16,10-17,10-18,10-19,10-20,10-23,10-24,10-25,10-26,10-27,10-30,10-31,11-01,11-02,11-03,11-06,11-07,11-08,11-09,11-10,11-13,11-14,11-15,11-16,11-17,11-20,11-21,11-22,11-23,11-24,11-27,11-28,11-29,11-30,12-04,12-05,12-06,12-07,12-08,12-11,12-12,12-13,12-14,12-15,12-18,12-19,12-20,12-21,12-22,12-26,12-27,12-28,12-29,
소매,고등어,광주,염장(2마리),중품,2017,2990,2990,2990,2790,2790,2790,2790,2790,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,3095,3095,3095,3095,3095,3095,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2990,2990,2990,2990,2990,2990,2990,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3063,3245,3245,3245,3245,3245,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3245,3245,3245,3245,3245,3245,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,2990,2990,2990,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3157,3157,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2823,2823,3157,3157,3157,3157,3157,3157,3157,3297,3157,3157,3157,3240,3240,3240,3240,3240,3240,3240,3240,3240,3390,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,3490,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,3113
소매,고등어,대구,냉동(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
소매,고등어,대구,냉동(수입)(1마리),중품,2017,,,,,,,,,,,,,,,,,1990,1990,1990,1990,1990,1990,,,,,,,1990,1990,1990,1990,1990,,,,,,1990,,,,,,,,1990,1990,1990,1990,1990,1990,1790,1790,1790,,,,,,,,,,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,,,1990,1990,1990,,,,,,,,1990,1990,,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,2490,2490,,,,,,,,,,,,,,,,,,,,2490,2490,2490,2490,,,,,,,,,,,,,,,,,,,1790,,,,,,,,,,,,,,,2490,,1000,1000,1000,,1000,,2490,,,,,,,,,,,1490,1490,1490,1490,1490,1490,1490,1490,,,,,,,,,,,,1490,1490,1490,1490,1490,1490,1490,1490,,,,,,,,,2490,2490,2490,1856
소매,고등어,대구,생선(1마리),중품,2017,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3095,3095,3500,3500,3500,3500,3500,3245,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3095,3095,3095,3545,3545,3500,3545,3245,3245,3245,3500,3500,3500,3500,3500,3500,3500,3500,3245,3500,3500,3500,3245,3245,3500,3245,3245,3245,3245,3500,3245,3245,3245,3245,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3745,3745,3500,3500,3500,3500,3500,3500,3500,3557,3223,3223,3223,3223,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,2995,2995,2995,2995,2995,2995,3095,3095,3245,3245,3245,3245,3245,3245,3245,3245,3500,3500,3500,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3500,3245,3245,3245,3245,3245,3245,3245,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3245,3245,3245,3245,3245,2763,2763,2763,3500,3245,3500,3500,3500,3500,3245,3245,3245,3245,3245,2995,2995,2995,2657,2745,2745,2745,2745,2745,2745,3000,3000,3000,3000,3000,3000,3000,3000,2995,2995,2995,2995,2995,2995,2995,2995,2990,2990,2990,3266
소매,고등어,대구,염장(2마리),중품,2017,2990,2990,2990,2790,2790,2790,2790,2790,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,3140,3140,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,3140,3240,3240,3240,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3095,3095,3095,3095,3095,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,3157,2990,2990,2990,2990,2990,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,2495,2495,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3136
소매,고등어,대전,냉동(1마리),중품,2017,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2337
소매,고등어,대전,냉동(수입)(1마리),중품,2017,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1562
소매,고등어,대전,생선(1마리),중품,2017,2600,2700,2700,2090,2090,2090,2090,2090,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2340,2340,2490,2490,2490,2490,2490,2490,2490,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2490,2490,2490,2490,2490,2640,2640,2640,2640,2600,2640,2640,2640,2640,2640,2640,2400,2400,2400,2400,2400,3000,3000,3000,3000,3000,3090,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,2980,2980,2990,2990,2840,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2590,2200,2200,2200,2200,2200,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,,,,,,,,,,,,2900,2900,3900,3900,2500,,,,,,,,,,,,,,,,,,,,2572
소매,고등어,대전,염장(2마리),중품,2017,3227,3227,3227,3027,3027,3027,3027,3027,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,3227,2760,2760,2760,2760,2760,2910,2910,2910,2910,2910,2910,2910,3140,3140,3160,3160,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,3127,3127,3127,3127,3127,3127,2993,2993,2993,3000,3000,3000,3200,3200,3127,3127,2977,2977,2977,3127,3127,3127,3127,3127,3127,3127,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2817,2817,2817,2817,2810,2977,2977,2977,2977,2810,2810,2810,2810,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2575,2575,2825,2825,2825,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2877,2810,2827,2827,2810,2810,2810,2810,2827,2810,2810,2810,2810,2810,2810,2810,2810,2827,2810,2810,2810,2313,2313,2313,2313,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2810,2920
소매,고등어,부산,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
소매,고등어,부산,냉동(수입)(1마리),중품,2017,1845,1845,1845,1845,1845,1845,1845,1845,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1595,1595,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1845,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,1745,1745,1745,1745,1745,2095,2095,2095,2095,2095,2095,2095,2095,2345,2345,2345,2345,2095,2345,1350,1350,1350,1350,1350,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,1871
소매,고등어,부산,생선(1마리),중품,2017,2830,2830,2830,2997,2997,2940,2940,2745,2745,2745,2830,2830,3160,3160,3160,2940,2940,2940,2940,2940,2940,2745,2745,2745,2745,2745,2763,2763,2763,2763,2663,2663,2663,2997,2930,2745,2500,3045,3045,2863,2650,2650,2995,3163,3163,3107,3107,3107,3165,3000,3000,3000,3000,3000,3000,2990,2990,3165,3165,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3495,3495,3495,3495,3000,3000,3000,3000,3000,3000,3000,3000,3245,3245,2995,2995,2995,2995,2995,3000,3000,3000,3000,3000,2740,2740,3000,3000,2995,2995,3245,2995,2995,2745,2990,2990,2990,2990,2990,2990,2990,2990,2990,2995,2995,2995,2995,2995,2995,2763,2763,2763,2763,2990,2497,2497,2773,2773,2773,2663,2830,2830,2830,2745,2745,2745,2830,2830,2497,2497,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2663,2663,2663,3130,3130,3130,2745,2745,2745,2745,3160,3160,3160,2747,2747,2330,2330,2330,2473,2473,2587,2587,2663,2663,2663,2663,3160,3297,3297,3297,3297,3297,2797,2797,3157,3157,3157,3157,3157,3157,2745,2745,2745,2745,2745,2745,2745,2963,2963,2963,2963,2963,2993,2993,2993,2993,2827,2993,2745,2745,2745,2745,2745,2745,2745,2745,2930,2930,2930,2930,2930,2940,2940,2940,2940,3160,3160,2905
소매,고등어,부산,염장(2마리),중품,2017,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3227,3227,3227,3227,3227,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,3495,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,3773
소매,고등어,서울,냉동(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,1963,1963,1963,1963,1963,1963,1963,1963,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2062
소매,고등어,서울,냉동(수입)(1마리),중품,2017,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,2000,2000,2000,2240,2240,2240,2240,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1745,1745,1745,1895,1895,1895,1895,1895,1895,1895,1895,1895,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1500,1500,1500,1500,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,1895,1895,1895,1895,1895,1895,2245,2245,2245,2245,2245,2245,2245,2495,2495,2495,2495,2245,2495,1500,1500,1500,1500,1500,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745,1625,1625,1625,1625,1625,1625,1625,1625,1625,2245,2245,2245,2245,2245,2245,1870,1870,1870,1870,2037
소매,고등어,서울,생선(1마리),중품,2017,2883,2883,2788,2533,2533,2533,2533,2533,2788,2788,2788,2788,2788,2755,2755,2873,2873,2873,2948,2997,2997,2997,3430,3430,3430,3430,3097,3263,3263,3263,3263,3263,3263,3263,2997,3263,3193,3297,3297,3297,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3150,3097,3097,3097,3097,3097,3097,3097,3097,3097,3145,3145,3145,2990,,,,,,,,,,,,,,,3500,3500,3500,,,,,,,,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,2990,2995,2995,2745,2745,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,3245,2997,2997,2997,2997,2995,3490,3490,3490,3490,3490,3490,3490,3490,2490,2490,2490,2490,2245,2245,2845,2845,2995,2995,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,1835,2475,2475,2475,2475,2475,2475,2475,2725,2725,2725,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2745,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2745,2745,2745,2745,2745,2745,2745,2745,2745,2995,2995,2870
소매,고등어,서울,염장(2마리),중품,2017,2973,2973,2973,2887,2887,3033,3033,3033,3119,2840,2919,2919,2919,2776,2776,2840,2840,2840,2840,2933,2933,2933,2961,2933,2933,3104,2726,2754,2726,2726,2726,2783,2754,2717,2717,2800,2800,2800,2958,2925,2925,2925,3092,3092,3092,3050,3050,3050,3050,3050,2720,2734,2734,2734,2734,2734,2734,2925,2925,2925,2925,2925,2925,2930,2930,2930,2930,2930,2930,2930,2757,2773,2773,2773,2773,2773,2933,2933,2933,2933,2975,2975,2900,2900,2990,2990,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2820,2790,2790,2790,2790,2790,2992,2992,2992,2992,2818,2818,2744,2714,2852,3016,3016,3135,3051,3051,3051,3051,2910,2910,2823,2833,2823,2823,2823,2823,2719,2669,2669,2669,2719,2719,2651,2719,2719,2719,2719,2719,2716,2716,2774,2774,2836,2836,2836,2836,2836,2874,2836,2836,2836,2836,2836,3186,2954,2954,2954,2954,2954,2954,2954,2954,2733,2733,2766,2748,2766,2766,2766,2766,2766,2766,2766,2766,2940,2940,2940,2940,2940,2940,2940,3028,3028,3030,3030,3030,2893,2980,2861,2861,2924,2924,2861,2734,2734,2734,2734,2734,2861,3041,2954,2954,3041,3041,3041,3041,3041,3041,2991,2991,2991,2991,2991,2991,2991,2924,2924,2924,2720,2720,2720,2720,2720,2925,2925,2925,2925,2925,2925,2842,2842,2842,2842,2925,2925,2925,3132,3132,3132,3132,3132,3132,3132,2879
소매,고등어,세종,냉동(수입)(1마리),중품,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,2580,2580,2580,2580,2580,2580,2580,1980,1980,,1980,,,,,,,,,,,,,,,,,,,2980,2580,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486
